STATUS,GTIN_14,GTIN_12_UPC,PACKAGING_TYPE,PACKAGING_LEVEL,PRODUCT_DESCRIPTION,SKU
In Use,00811767023245,811767023245,Regular,Each,"FREEDOM K All Poly Tibial Liner CR, Size H7 17mm",ALCRXH717-K
In Use,00811767023252,811767023252,Regular,Each,"FREEDOM K All Poly Tibial Liner CR, Size H7 20mm",ALCRXH720-K
In Use,00810008126097,810008126097,Regular,Each,"Freedom All Poly Tibial CR, Size H8, 09mm",ALCRXH809-K
In Use,00810008126103,810008126103,Regular,Each,"Freedom All Poly Tibial CR, Size H8, 11mm",ALCRXH811-K
In Use,00810008126110,810008126110,Regular,Each,"Freedom All Poly Tibial CR, Size H8, 14mm",ALCRXH814-K
In Use,00810008126127,810008126127,Regular,Each,"Freedom All Poly Tibial CR, Size H8, 17mm",ALCRXH817-K
In Use,00811767020763,811767020763,Regular,Each,"FREEDOM K TIBIAL LINER PS A1-2 METALBACKED, 09mm",MLPSXA109-K
In Use,00811767024853,811767024853,Regular,Each,"Freedom Tibial Articular Surface PS, Size A1-2, 10mm",MLPSXA110-K
In Use,00811767020770,811767020770,Regular,Each,"FREEDOM K TIBIAL LINER PS A1-2 METALBACKED, 11mm",MLPSXA111-K
In Use,00811767024860,811767024860,Regular,Each,"Freedom Tibial Articular Surface PS, Size A1-2, 12mm",MLPSXA112-K
In Use,00811767024877,811767024877,Regular,Each,"Freedom Tibial Articular Surface PS, Size A1-2, 13mm",MLPSXA113-K
In Use,00811767020787,811767020787,Regular,Each,"FREEDOM K TIBIAL LINER PS A1-2 METALBACKED, 14mm",MLPSXA114-K
In Use,00811767024884,811767024884,Regular,Each,"Freedom Tibial Articular Surface PS, Size A1-2, 15mm",MLPSXA115-K
In Use,00811767024891,811767024891,Regular,Each,"Freedom Tibial Articular Surface PS, Size A1-2, 16mm",MLPSXA116-K
In Use,00811767020794,811767020794,Regular,Each,"FREEDOM K TIBIAL LINER PS A1-2 METALBACKED, 17mm",MLPSXA117-K
In Use,00811767020800,811767020800,Regular,Each,"FREEDOM K TIBIAL LINER PS B1-2 METALBACKED, 09mm",MLPSXB109-K
In Use,00811767025775,811767025775,Regular,Each,"Freedom Tibial Articular Surface PS, Size B1-2, 10mm",MLPSXB110-K
In Use,00811767020817,811767020817,Regular,Each,"FREEDOM K TIBIAL LINER PS B1-2 METALBACKED, 11mm",MLPSXB111-K
In Use,00811767025782,811767025782,Regular,Each,"Freedom Tibial Articular Surface PS, Size B1-2, 12mm",MLPSXB112-K
In Use,00811767025799,811767025799,Regular,Each,"Freedom Tibial Articular Surface PS, Size B1-2, 13mm",MLPSXB113-K
In Use,00811767020824,811767020824,Regular,Each,"FREEDOM K TIBIAL LINER PS B1-2 METALBACKED, 14mm",MLPSXB114-K
In Use,00811767025805,811767025805,Regular,Each,"Freedom Tibial Articular Surface PS, Size B1-2, 15mm",MLPSXB115-K
In Use,00811767025812,811767025812,Regular,Each,"Freedom Tibial Articular Surface PS, Size B1-2, 16mm",MLPSXB116-K
In Use,00811767020831,811767020831,Regular,Each,"FREEDOM K TIBIAL LINER PS B1-2 METALBACKED, 17mm",MLPSXB117-K
In Use,00811767020848,811767020848,Regular,Each,"FREEDOM K TIBIAL LINER PS C1-2 METALBACKED, 09mm",MLPSXC109-K
In Use,00811767025829,811767025829,Regular,Each,"Freedom Tibial Articular Surface PS, Size C1-2, 10mm",MLPSXC110-K
In Use,00811767020855,811767020855,Regular,Each,"FREEDOM K TIBIAL LINER PS C1-2 METALBACKED, 11mm",MLPSXC111-K
In Use,00811767025836,811767025836,Regular,Each,"Freedom Tibial Articular Surface PS, Size C1-2, 12mm",MLPSXC112-K
In Use,00811767025843,811767025843,Regular,Each,"Freedom Tibial Articular Surface PS, Size C1-2, 13mm",MLPSXC113-K
In Use,00811767020862,811767020862,Regular,Each,"FREEDOM K TIBIAL LINER PS C1-2 METALBACKED, 14mm",MLPSXC114-K
In Use,00811767025850,811767025850,Regular,Each,"Freedom Tibial Articular Surface PS, Size C1-2, 15mm",MLPSXC115-K
In Use,00811767025867,811767025867,Regular,Each,"Freedom Tibial Articular Surface PS, Size C1-2, 16mm",MLPSXC116-K
In Use,00811767020879,811767020879,Regular,Each,"FREEDOM K TIBIAL LINER PS C1-2 METALBACKED, 17mm",MLPSXC117-K
In Use,00811767020886,811767020886,Regular,Each,"FREEDOM K TIBIAL LINER PS C3-4 METALBACKED, 09mm",MLPSXC309-K
In Use,00811767025874,811767025874,Regular,Each,"Freedom Tibial Articular Surface PS, Size C3-4, 10mm",MLPSXC310-K
In Use,00811767020893,811767020893,Regular,Each,"FREEDOM K TIBIAL LINER PS C3-4 METALBACKED, 11mm",MLPSXC311-K
In Use,00811767025881,811767025881,Regular,Each,"Freedom Tibial Articular Surface PS, Size C3-4, 12mm",MLPSXC312-K
In Use,00811767025898,811767025898,Regular,Each,"Freedom Tibial Articular Surface PS, Size C3-4, 13mm",MLPSXC313-K
In Use,00811767020909,811767020909,Regular,Each,"FREEDOM K TIBIAL LINER PS C3-4 METALBACKED, 14mm",MLPSXC314-K
In Use,00811767025904,811767025904,Regular,Each,"Freedom Tibial Articular Surface PS, Size C3-4, 15mm",MLPSXC315-K
In Use,00811767025911,811767025911,Regular,Each,"Freedom Tibial Articular Surface PS, Size C3-4, 16mm",MLPSXC316-K
In Use,00811767020916,811767020916,Regular,Each,"FREEDOM K TIBIAL LINER PS C3-4 METALBACKED, 17mm",MLPSXC317-K
In Use,00811767020923,811767020923,Regular,Each,"FREEDOM K TIBIAL LINER PS D1-2 METALBACKED, 09mm",MLPSXD109-K
In Use,00811767025928,811767025928,Regular,Each,"Freedom Tibial Articular Surface PS, Size D1-2, 10mm",MLPSXD110-K
In Use,00811767020930,811767020930,Regular,Each,"FREEDOM K TIBIAL LINER PS D1-2 METALBACKED, 11mm",MLPSXD111-K
In Use,00811767025935,811767025935,Regular,Each,"Freedom Tibial Articular Surface PS, Size D1-2, 12mm",MLPSXD112-K
In Use,00811767025942,811767025942,Regular,Each,"Freedom Tibial Articular Surface PS, Size D1-2, 13mm",MLPSXD113-K
In Use,00811767020947,811767020947,Regular,Each,"FREEDOM K TIBIAL LINER PS D1-2 METALBACKED, 14mm",MLPSXD114-K
In Use,00811767025959,811767025959,Regular,Each,"Freedom Tibial Articular Surface PS, Size D1-2, 15mm",MLPSXD115-K
In Use,00811767025966,811767025966,Regular,Each,"Freedom Tibial Articular Surface PS, Size D1-2, 16mm",MLPSXD116-K
In Use,00811767020954,811767020954,Regular,Each,"FREEDOM K TIBIAL LINER PS D1-2 METALBACKED, 17mm",MLPSXD117-K
In Use,00811767020961,811767020961,Regular,Each,"FREEDOM K TIBIAL LINER PS D3-4 METALBACKED, 09mm",MLPSXD309-K
In Use,00811767025973,811767025973,Regular,Each,"Freedom Tibial Articular Surface PS, Size D3-4, 10mm",MLPSXD310-K
In Use,00811767020978,811767020978,Regular,Each,"FREEDOM K TIBIAL LINER PS D3-4 METALBACKED, 11mm",MLPSXD311-K
In Use,00811767025980,811767025980,Regular,Each,"Freedom Tibial Articular Surface PS, Size D3-4, 12mm",MLPSXD312-K
In Use,00811767025997,811767025997,Regular,Each,"Freedom Tibial Articular Surface PS, Size D3-4, 13mm",MLPSXD313-K
In Use,00811767020985,811767020985,Regular,Each,"FREEDOM K TIBIAL LINER PS D3-4 METALBACKED, 14mm",MLPSXD314-K
In Use,00811767026000,811767026000,Regular,Each,"Freedom Tibial Articular Surface PS, Size D3-4, 15mm",MLPSXD315-K
In Use,00811767026017,811767026017,Regular,Each,"Freedom Tibial Articular Surface PS, Size D3-4, 16mm",MLPSXD316-K
In Use,00811767020992,811767020992,Regular,Each,"FREEDOM K TIBIAL LINER PS D3-4 METALBACKED, 17mm",MLPSXD317-K
In Use,00811767021005,811767021005,Regular,Each,"FREEDOM K TIBIAL LINER PS E3-4 METALBACKED, 09mm",MLPSXE309-K
In Use,00811767026024,811767026024,Regular,Each,"Freedom Tibial Articular Surface PS, Size E3-4, 10mm",MLPSXE310-K
In Use,00811767021012,811767021012,Regular,Each,"FREEDOM K TIBIAL LINER PS E3-4 METALBACKED, 11mm",MLPSXE311-K
In Use,00811767026031,811767026031,Regular,Each,"Freedom Tibial Articular Surface PS, Size E3-4, 12mm",MLPSXE312-K
In Use,00811767026048,811767026048,Regular,Each,"Freedom Tibial Articular Surface PS, Size E3-4, 13mm",MLPSXE313-K
In Use,00811767021029,811767021029,Regular,Each,"FREEDOM K TIBIAL LINER PS E3-4 METALBACKED, 14mm",MLPSXE314-K
In Use,00811767026055,811767026055,Regular,Each,"Freedom Tibial Articular Surface PS, Size E3-4, 15mm",MLPSXE315-K
In Use,00811767026062,811767026062,Regular,Each,"Freedom Tibial Articular Surface PS, Size E3-4, 16mm",MLPSXE316-K
In Use,00811767021036,811767021036,Regular,Each,"FREEDOM K TIBIAL LINER PS E3-4 METALBACKED, 17mm",MLPSXE317-K
In Use,00811767021043,811767021043,Regular,Each,"FREEDOM K TIBIAL LINER PS E5-6 METALBACKED, 09mm",MLPSXE509-K
In Use,00811767026079,811767026079,Regular,Each,"Freedom Tibial Articular Surface PS, Size E5-6, 10mm",MLPSXE510-K
In Use,00811767021050,811767021050,Regular,Each,"FREEDOM K TIBIAL LINER PS E5-6 METALBACKED, 11mm",MLPSXE511-K
In Use,00811767026086,811767026086,Regular,Each,"Freedom Tibial Articular Surface PS, Size E5-6, 12mm",MLPSXE512-K
In Use,00811767026093,811767026093,Regular,Each,"Freedom Tibial Articular Surface PS, Size E5-6, 13mm",MLPSXE513-K
In Use,00811767021067,811767021067,Regular,Each,"FREEDOM K TIBIAL LINER PS E5-6 METALBACKED, 14mm",MLPSXE514-K
In Use,00811767026109,811767026109,Regular,Each,"Freedom Tibial Articular Surface PS, Size E5-6, 15mm",MLPSXE515-K
In Use,00811767026116,811767026116,Regular,Each,"Freedom Tibial Articular Surface PS, Size E5-6, 16mm",MLPSXE516-K
In Use,00811767021074,811767021074,Regular,Each,"FREEDOM K TIBIAL LINER PS E5-6 METALBACKED, 17mm",MLPSXE517-K
In Use,00811767022415,811767022415,Regular,Each,"FREEDOM K TIBIAL LINER PS F3-4 METALBACKED, 09mm",MLPSXF309-K
In Use,00811767026123,811767026123,Regular,Each,"Freedom Tibial Articular Surface PS, Size F3-4, 10mm",MLPSXF310-K
In Use,00811767022422,811767022422,Regular,Each,"FREEDOM K TIBIAL LINER PS F3-4 METALBACKED, 11mm",MLPSXF311-K
In Use,00811767026130,811767026130,Regular,Each,"Freedom Tibial Articular Surface PS, Size F3-4, 12mm",MLPSXF312-K
In Use,00811767026147,811767026147,Regular,Each,"Freedom Tibial Articular Surface PS, Size F3-4, 13mm",MLPSXF313-K
In Use,00811767022439,811767022439,Regular,Each,"FREEDOM K TIBIAL LINER PS F3-4 METALBACKED, 14mm",MLPSXF314-K
In Use,00811767026154,811767026154,Regular,Each,"Freedom Tibial Articular Surface PS, Size F3-4, 15mm",MLPSXF315-K
In Use,00811767026161,811767026161,Regular,Each,"Freedom Tibial Articular Surface PS, Size F3-4, 16mm",MLPSXF316-K
In Use,00811767022446,811767022446,Regular,Each,"FREEDOM K TIBIAL LINER PS F3-4 METALBACKED, 17mm",MLPSXF317-K
In Use,00811767021081,811767021081,Regular,Each,"FREEDOM K TIBIAL LINER PS F5-6 METALBACKED, 09mm",MLPSXF509-K
In Use,00811767026178,811767026178,Regular,Each,"Freedom Tibial Articular Surface PS, Size F5-6, 10mm",MLPSXF510-K
In Use,00811767021098,811767021098,Regular,Each,"FREEDOM K TIBIAL LINER PS F5-6 METALBACKED, 11mm",MLPSXF511-K
In Use,00811767026185,811767026185,Regular,Each,"Freedom Tibial Articular Surface PS, Size F5-6, 12mm",MLPSXF512-K
In Use,00811767026192,811767026192,Regular,Each,"Freedom Tibial Articular Surface PS, Size F5-6, 13mm",MLPSXF513-K
In Use,00811767021104,811767021104,Regular,Each,"FREEDOM K TIBIAL LINER PS F5-6 METALBACKED, 14mm",MLPSXF514-K
In Use,00811767026208,811767026208,Regular,Each,"Freedom Tibial Articular Surface PS, Size F5-6, 15mm",MLPSXF515-K
In Use,00811767026215,811767026215,Regular,Each,"Freedom Tibial Articular Surface PS, Size F5-6, 16mm",MLPSXF516-K
In Use,00811767021111,811767021111,Regular,Each,"FREEDOM K TIBIAL LINER PS F5-6 METALBACKED, 17mm",MLPSXF517-K
In Use,00811767021128,811767021128,Regular,Each,"FREEDOM K TIBIAL LINER PS F7-8 METALBACKED, 09mm",MLPSXF709-K
In Use,00811767026222,811767026222,Regular,Each,"Freedom Tibial Articular Surface PS, Size F7-8, 10mm",MLPSXF710-K
In Use,00811767021135,811767021135,Regular,Each,"FREEDOM K TIBIAL LINER PS F7-8 METALBACKED, 11mm",MLPSXF711-K
In Use,00811767026239,811767026239,Regular,Each,"Freedom Tibial Articular Surface PS, Size F7-8, 12mm",MLPSXF712-K
In Use,00811767026246,811767026246,Regular,Each,"Freedom Tibial Articular Surface PS, Size F7-8, 13mm",MLPSXF713-K
In Use,00811767021142,811767021142,Regular,Each,"FREEDOM K TIBIAL LINER PS F7-8 METALBACKED, 14mm",MLPSXF714-K
In Use,00811767026253,811767026253,Regular,Each,"Freedom Tibial Articular Surface PS, Size F7-8, 15mm",MLPSXF715-K
In Use,00811767026260,811767026260,Regular,Each,"Freedom Tibial Articular Surface PS, Size F7-8, 16mm",MLPSXF716-K
In Use,00811767021159,811767021159,Regular,Each,"FREEDOM K TIBIAL LINER PS F7-8 METALBACKED, 17mm",MLPSXF717-K
In Use,00811767021166,811767021166,Regular,Each,"FREEDOM K TIBIAL LINER PS G5-6 METALBACKED, 09mm",MLPSXG509-K
In Use,00811767026277,811767026277,Regular,Each,"Freedom Tibial Articular Surface PS, Size G5-6, 10mm",MLPSXG510-K
In Use,00811767021173,811767021173,Regular,Each,"FREEDOM K TIBIAL LINER PS G5-6 METALBACKED, 11mm",MLPSXG511-K
In Use,00811767026284,811767026284,Regular,Each,"Freedom Tibial Articular Surface PS, Size G5-6, 12mm",MLPSXG512-K
In Use,00811767026291,811767026291,Regular,Each,"Freedom Tibial Articular Surface PS, Size G5-6, 13mm",MLPSXG513-K
In Use,00811767021180,811767021180,Regular,Each,"FREEDOM K TIBIAL LINER PS G5-6 METALBACKED, 14mm",MLPSXG514-K
In Use,00811767026307,811767026307,Regular,Each,"Freedom Tibial Articular Surface PS, Size G5-6, 15mm",MLPSXG515-K
In Use,00811767026314,811767026314,Regular,Each,"Freedom Tibial Articular Surface PS, Size G5-6, 16mm",MLPSXG516-K
In Use,00811767021197,811767021197,Regular,Each,"FREEDOM K TIBIAL LINER PS G5-6 METALBACKED, 17mm",MLPSXG517-K
In Use,00811767021203,811767021203,Regular,Each,"FREEDOM K TIBIAL LINER PS G7-8 METALBACKED, 09mm",MLPSXG709-K
In Use,00811767026321,811767026321,Regular,Each,"Freedom Tibial Articular Surface PS, Size G7-8, 10mm",MLPSXG710-K
In Use,00811767021210,811767021210,Regular,Each,"FREEDOM K TIBIAL LINER PS G7-8 METALBACKED, 11mm",MLPSXG711-K
In Use,00811767026338,811767026338,Regular,Each,"Freedom Tibial Articular Surface PS, Size G7-8, 12mm",MLPSXG712-K
In Use,00811767026345,811767026345,Regular,Each,"Freedom Tibial Articular Surface PS, Size G7-8, 13mm",MLPSXG713-K
In Use,00811767021227,811767021227,Regular,Each,"FREEDOM K TIBIAL LINER PS G7-8 METALBACKED, 14mm",MLPSXG714-K
In Use,00811767026352,811767026352,Regular,Each,"Freedom Tibial Articular Surface PS, Size G7-8, 15mm",MLPSXG715-K
In Use,00811767026369,811767026369,Regular,Each,"Freedom Tibial Articular Surface PS, Size G7-8, 16mm",MLPSXG716-K
In Use,00811767021234,811767021234,Regular,Each,"FREEDOM K TIBIAL LINER PS G7-8 METALBACKED, 17mm",MLPSXG717-K
In Use,00811767021241,811767021241,Regular,Each,"FREEDOM K TIBIAL LINER PS H7-8 METALBACKED, 09mm",MLPSXH709-K
In Use,00811767026376,811767026376,Regular,Each,"Freedom Tibial Articular Surface PS, Size H7-8, 10mm",MLPSXH710-K
In Use,00811767021258,811767021258,Regular,Each,"FREEDOM K TIBIAL LINER PS H7-8 METALBACKED, 11mm",MLPSXH711-K
In Use,00811767026383,811767026383,Regular,Each,"Freedom Tibial Articular Surface PS, Size H7-8, 12mm",MLPSXH712-K
In Use,00811767026390,811767026390,Regular,Each,"Freedom Tibial Articular Surface PS, Size H7-8, 13mm",MLPSXH713-K
In Use,00811767021265,811767021265,Regular,Each,"FREEDOM K TIBIAL LINER PS H7-8 METALBACKED, 14mm",MLPSXH714-K
In Use,00811767026406,811767026406,Regular,Each,"Freedom Tibial Articular Surface PS, Size H7-8, 15mm",MLPSXH715-K
In Use,00811767026413,811767026413,Regular,Each,"Freedom Tibial Articular Surface PS, Size H7-8, 16mm",MLPSXH716-K
In Use,00811767021272,811767021272,Regular,Each,"FREEDOM K TIBIAL LINER PS H7-8 METALBACKED, 17mm",MLPSXH717-K
In Use,00811767021289,811767021289,Regular,Each,"FREEDOM K TIBIAL LINER CR A1-2 METALBACKED, 09mm",MLCRXA109-K
In Use,00811767026420,811767026420,Regular,Each,"Freedom Tibial Articular Surface CR, Size A1-2, 10mm",MLCRXA110-K
In Use,00811767021296,811767021296,Regular,Each,"FREEDOM K TIBIAL LINER CR A1-2 METALBACKED, 11mm",MLCRXA111-K
In Use,00811767026437,811767026437,Regular,Each,"Freedom Tibial Articular Surface CR, Size A1-2, 12mm",MLCRXA112-K
In Use,00811767026444,811767026444,Regular,Each,"Freedom Tibial Articular Surface CR, Size A1-2, 13mm",MLCRXA113-K
In Use,00811767021302,811767021302,Regular,Each,"FREEDOM K TIBIAL LINER CR A1-2 METALBACKED, 14mm",MLCRXA114-K
In Use,00811767026451,811767026451,Regular,Each,"Freedom Tibial Articular Surface CR, Size A1-2, 15mm",MLCRXA115-K
In Use,00811767026468,811767026468,Regular,Each,"Freedom Tibial Articular Surface CR, Size A1-2, 16mm",MLCRXA116-K
In Use,00811767021319,811767021319,Regular,Each,"FREEDOM K TIBIAL LINER CR A1-2 METALBACKED, 17mm",MLCRXA117-K
In Use,00811767021326,811767021326,Regular,Each,"FREEDOM K TIBIAL LINER CR B1-2 METALBACKED, 09mm",MLCRXB109-K
In Use,00811767026475,811767026475,Regular,Each,"Freedom Tibial Articular Surface CR, Size B1-2, 10mm",MLCRXB110-K
In Use,00811767021333,811767021333,Regular,Each,"FREEDOM K TIBIAL LINER CR B1-2 METALBACKED, 11mm",MLCRXB111-K
In Use,00811767026482,811767026482,Regular,Each,"Freedom Tibial Articular Surface CR, Size B1-2, 12mm",MLCRXB112-K
In Use,00811767026499,811767026499,Regular,Each,"Freedom Tibial Articular Surface CR, Size B1-2, 13mm",MLCRXB113-K
In Use,00811767021340,811767021340,Regular,Each,"FREEDOM K TIBIAL LINER CR B1-2 METALBACKED, 14mm",MLCRXB114-K
In Use,00811767026505,811767026505,Regular,Each,"Freedom Tibial Articular Surface CR, Size B1-2, 15mm",MLCRXB115-K
In Use,00811767026512,811767026512,Regular,Each,"Freedom Tibial Articular Surface CR, Size B1-2, 16mm",MLCRXB116-K
In Use,00811767021357,811767021357,Regular,Each,"FREEDOM K TIBIAL LINER CR B1-2 METALBACKED, 17mm",MLCRXB117-K
In Use,00811767021364,811767021364,Regular,Each,"FREEDOM K TIBIAL LINER CR C1-2 METALBACKED, 09mm",MLCRXC109-K
In Use,00811767026529,811767026529,Regular,Each,"Freedom Tibial Articular Surface CR, Size C1-2, 10mm",MLCRXC110-K
In Use,00811767021371,811767021371,Regular,Each,"FREEDOM K TIBIAL LINER CR C1-2 METALBACKED, 11mm",MLCRXC111-K
In Use,00811767026536,811767026536,Regular,Each,"Freedom Tibial Articular Surface CR, Size C1-2, 12mm",MLCRXC112-K
In Use,00811767026543,811767026543,Regular,Each,"Freedom Tibial Articular Surface CR, Size C1-2, 13mm",MLCRXC113-K
In Use,00811767021388,811767021388,Regular,Each,"FREEDOM K TIBIAL LINER CR C1-2 METALBACKED, 14mm",MLCRXC114-K
In Use,00811767026550,811767026550,Regular,Each,"Freedom Tibial Articular Surface CR, Size C1-2, 15mm",MLCRXC115-K
In Use,00811767026567,811767026567,Regular,Each,"Freedom Tibial Articular Surface CR, Size C1-2, 16mm",MLCRXC116-K
In Use,00811767021395,811767021395,Regular,Each,"FREEDOM K TIBIAL LINER CR C1-2 METALBACKED, 17mm",MLCRXC117-K
In Use,00811767021401,811767021401,Regular,Each,"FREEDOM K TIBIAL LINER CR C3-4 METALBACKED, 09mm",MLCRXC309-K
In Use,00811767026574,811767026574,Regular,Each,"Freedom Tibial Articular Surface CR, Size C3-4, 10mm",MLCRXC310-K
In Use,00811767021418,811767021418,Regular,Each,"FREEDOM K TIBIAL LINER CR C3-4 METALBACKED, 11mm",MLCRXC311-K
In Use,00811767026581,811767026581,Regular,Each,"Freedom Tibial Articular Surface CR, Size C3-4, 12mm",MLCRXC312-K
In Use,00811767026598,811767026598,Regular,Each,"Freedom Tibial Articular Surface CR, Size C3-4, 13mm",MLCRXC313-K
In Use,00811767021425,811767021425,Regular,Each,"FREEDOM K TIBIAL LINER CR C3-4 METALBACKED, 14mm",MLCRXC314-K
In Use,00811767026604,811767026604,Regular,Each,"Freedom Tibial Articular Surface CR, Size C3-4, 15mm",MLCRXC315-K
In Use,00811767026611,811767026611,Regular,Each,"Freedom Tibial Articular Surface CR, Size C3-4, 16mm",MLCRXC316-K
In Use,00811767021432,811767021432,Regular,Each,"FREEDOM K TIBIAL LINER CR C3-4 METALBACKED, 17mm",MLCRXC317-K
In Use,00811767021449,811767021449,Regular,Each,"FREEDOM K TIBIAL LINER CR D1-2 METALBACKED, 09mm",MLCRXD109-K
In Use,00811767026628,811767026628,Regular,Each,"Freedom Tibial Articular Surface CR, Size D1-2, 10mm",MLCRXD110-K
In Use,00811767021456,811767021456,Regular,Each,"FREEDOM K TIBIAL LINER CR D1-2 METALBACKED, 11mm",MLCRXD111-K
In Use,00811767026635,811767026635,Regular,Each,"Freedom Tibial Articular Surface CR, Size D1-2, 12mm",MLCRXD112-K
In Use,00811767026642,811767026642,Regular,Each,"Freedom Tibial Articular Surface CR, Size D1-2, 13mm",MLCRXD113-K
In Use,00811767021463,811767021463,Regular,Each,"FREEDOM K TIBIAL LINER CR D1-2 METALBACKED, 14mm",MLCRXD114-K
In Use,00811767026659,811767026659,Regular,Each,"Freedom Tibial Articular Surface CR, Size D1-2, 15mm",MLCRXD115-K
In Use,00811767026666,811767026666,Regular,Each,"Freedom Tibial Articular Surface CR, Size D1-2, 16mm",MLCRXD116-K
In Use,00811767021470,811767021470,Regular,Each,"FREEDOM K TIBIAL LINER CR D1-2 METALBACKED, 17mm",MLCRXD117-K
In Use,00811767021487,811767021487,Regular,Each,"FREEDOM K TIBIAL LINER CR D3-4 METALBACKED, 09mm",MLCRXD309-K
In Use,00811767026673,811767026673,Regular,Each,"Freedom Tibial Articular Surface CR, Size D3-4, 10mm",MLCRXD310-K
In Use,00811767021494,811767021494,Regular,Each,"FREEDOM K TIBIAL LINER CR D3-4 METALBACKED, 11mm",MLCRXD311-K
In Use,00811767026680,811767026680,Regular,Each,"Freedom Tibial Articular Surface CR, Size D3-4, 12mm",MLCRXD312-K
In Use,00811767026697,811767026697,Regular,Each,"Freedom Tibial Articular Surface CR, Size D3-4, 13mm",MLCRXD313-K
In Use,00811767021500,811767021500,Regular,Each,"FREEDOM K TIBIAL LINER CR D3-4 METALBACKED, 14mm",MLCRXD314-K
In Use,00811767026703,811767026703,Regular,Each,"Freedom Tibial Articular Surface CR, Size D3-4, 15mm",MLCRXD315-K
In Use,00811767026710,811767026710,Regular,Each,"Freedom Tibial Articular Surface CR, Size D3-4, 16mm",MLCRXD316-K
In Use,00811767021517,811767021517,Regular,Each,"FREEDOM K TIBIAL LINER CR D3-4 METALBACKED, 17mm",MLCRXD317-K
In Use,00811767021524,811767021524,Regular,Each,"FREEDOM K TIBIAL LINER CR E3-4 METALBACKED, 09mm",MLCRXE309-K
In Use,00811767026727,811767026727,Regular,Each,"Freedom Tibial Articular Surface CR, Size E3-4, 10mm",MLCRXE310-K
